Average Infections, Infection Prob., Susceptibility Prob.
491.28698553948834, 0.45, 0.4
530.2469410456063, 0.45, 0.45
565.3103448275862, 0.45, 0.5
612.0244716351501, 0.45, 0.55
632.3381535038932, 0.45, 0.6000000000000001
663.2246941045606, 0.45, 0.65
682.0378197997775, 0.45, 0.7000000000000001
703.2525027808676, 0.45, 0.75
722.6251390433815, 0.45, 0.8
744.0100111234706, 0.45, 0.8500000000000001
755.9221357063403, 0.45, 0.9
774.0978865406007, 0.45, 0.9500000000000001
782.0456062291435, 0.45, 1.0
0.0, 0.5, 0.0
0.0, 0.5, 0.05
0.0, 0.5, 0.1
184.47830923248054, 0.5, 0.15000000000000002
277.3414905450501, 0.5, 0.2
355.7274749721913, 0.5, 0.25
438.75639599555063, 0.5, 0.30000000000000004
501.0511679644049, 0.5, 0.35000000000000003
554.3136818687431, 0.5, 0.4
602.1624026696329, 0.5, 0.45
635.9977753058954, 0.5, 0.5
672.285873192436, 0.5, 0.55
702.1446051167965, 0.5, 0.6000000000000001
735.7208008898776, 0.5, 0.65
756.6763070077865, 0.5, 0.7000000000000001
778.4416017797553, 0.5, 0.75
798.9143492769745, 0.5, 0.8
812.2080088987764, 0.5, 0.8500000000000001
832.6662958843159, 0.5, 0.9
845.4393770856507, 0.5, 0.9500000000000001
859.3515016685205, 0.5, 1.0
0.0, 0.55, 0.0
0.0, 0.55, 0.05
107.33259176863181, 0.55, 0.1
219.64293659621802, 0.55, 0.15000000000000002
318.02892102335926, 0.55, 0.2
405.40489432703004, 0.55, 0.25
481.92880978865406, 0.55, 0.30000000000000004
547.9065628476085, 0.55, 0.35000000000000003
599.2714126807564, 0.55, 0.4
649.9488320355952, 0.55, 0.45
691.0088987764183, 0.55, 0.5
726.2525027808676, 0.55, 0.55
761.4816462736374, 0.55, 0.6000000000000001
787.5461624026697, 0.55, 0.65
814.5839822024471, 0.55, 0.7000000000000001
833.1012235817575, 0.55, 0.75
855.0422691879867, 0.55, 0.8
874.9043381535039, 0.55, 0.8500000000000001
892.6852057842046, 0.55, 0.9
904.1056729699666, 0.55, 0.9500000000000001
921.1979977753059, 0.55, 1.0
0.0, 0.6000000000000001, 0.0
0.0, 0.6000000000000001, 0.05
132.35706340378198, 0.6000000000000001, 0.1
249.5083426028921, 0.6000000000000001, 0.15000000000000002
354.6996662958843, 0.6000000000000001, 0.2
442.0767519466073, 0.6000000000000001, 0.25
519.0300333704116, 0.6000000000000001, 0.30000000000000004
587.0122358175751, 0.6000000000000001, 0.35000000000000003
645.119021134594, 0.6000000000000001, 0.4
688.5661846496107, 0.6000000000000001, 0.45
734.9332591768632, 0.6000000000000001, 0.5
773.4671857619577, 0.6000000000000001, 0.55
807.2057842046719, 0.6000000000000001, 0.6000000000000001
835.3670745272525, 0.6000000000000001, 0.65
861.2602892102336, 0.6000000000000001, 0.7000000000000001
886.964404894327, 0.6000000000000001, 0.75
904.2280311457174, 0.6000000000000001, 0.8
922.0812013348165, 0.6000000000000001, 0.8500000000000001
942.2413793103449, 0.6000000000000001, 0.9
956.6674082313682, 0.6000000000000001, 0.9500000000000001
973.587319243604, 0.6000000000000001, 1.0
0.0, 0.65, 0.0
0.0, 0.65, 0.05
150.23470522803115, 0.65, 0.1
272.3426028921023, 0.65, 0.15000000000000002
380.97997775305896, 0.65, 0.2
472.31924360400444, 0.65, 0.25
545.690767519466, 0.65, 0.30000000000000004
625.6384872080089, 0.65, 0.35000000000000003
677.6240266963292, 0.65, 0.4
727.4182424916575, 0.65, 0.45
769.4471635150167, 0.65, 0.5
811.4026696329255, 0.65, 0.55
844.8086763070078, 0.65, 0.6000000000000001
874.0812013348165, 0.65, 0.65
903.7919911012236, 0.65, 0.7000000000000001
926.1835372636262, 0.65, 0.75
944.4271412680756, 0.65, 0.8
968.2958843159066, 0.65, 0.8500000000000001
984.1323692992214, 0.65, 0.9
1000.6585094549499, 0.65, 0.9500000000000001
1018.0545050055617, 0.65, 1.0
0.0, 0.7000000000000001, 0.0
0.0, 0.7000000000000001, 0.05
170.07007786429367, 0.7000000000000001, 0.1
293.06562847608456, 0.7000000000000001, 0.15000000000000002
401.87875417130147, 0.7000000000000001, 0.2
497.734149054505, 0.7000000000000001, 0.25
577.4338153503893, 0.7000000000000001, 0.30000000000000004
653.2969966629588, 0.7000000000000001, 0.35000000000000003
707.4705228031146, 0.7000000000000001, 0.4
756.0978865406007, 0.7000000000000001, 0.45
799.7007786429366, 0.7000000000000001, 0.5
845.3726362625139, 0.7000000000000001, 0.55
876.3248053392658, 0.7000000000000001, 0.6000000000000001
909.1345939933259, 0.7000000000000001, 0.65
936.0945494994438, 0.7000000000000001, 0.7000000000000001
959.8787541713015, 0.7000000000000001, 0.75
980.40489432703, 0.7000000000000001, 0.8
1004.1268075639599, 0.7000000000000001, 0.8500000000000001
1026.352614015573, 0.7000000000000001, 0.9
1041.7385984427142, 0.7000000000000001, 0.9500000000000001
1056.055617352614, 0.7000000000000001, 1.0
0.0, 0.75, 0.0
0.0, 0.75, 0.05
189.53615127919912, 0.75, 0.1
310.2246941045606, 0.75, 0.15000000000000002
418.1446051167964, 0.75, 0.2
515.1223581757508, 0.75, 0.25
601.9332591768632, 0.75, 0.30000000000000004
670.7385984427141, 0.75, 0.35000000000000003
735.3748609566185, 0.75, 0.4
788.2958843159066, 0.75, 0.45
831.2113459399333, 0.75, 0.5
873.6562847608454, 0.75, 0.55
907.9810901001113, 0.75, 0.6000000000000001
934.7686318131257, 0.75, 0.65
966.2914349276974, 0.75, 0.7000000000000001
992.2091212458287, 0.75, 0.75
1014.0589543937708, 0.75, 0.8
1034.3915461624026, 0.75, 0.8500000000000001
1056.5450500556174, 0.75, 0.9
1072.139043381535, 0.75, 0.9500000000000001
1087.298109010011, 0.75, 1.0
0.0, 0.8, 0.0
2.767519466073415, 0.8, 0.05
193.58731924360401, 0.8, 0.1
324.7107897664071, 0.8, 0.15000000000000002
438.1123470522803, 0.8, 0.2
536.559510567297, 0.8, 0.25
617.6662958843159, 0.8, 0.30000000000000004
693.7686318131257, 0.8, 0.35000000000000003
754.6184649610678, 0.8, 0.4
808.8298109010011, 0.8, 0.45
854.8587319243604, 0.8, 0.5
895.3926585094549, 0.8, 0.55
930.7030033370412, 0.8, 0.6000000000000001
962.2157953281423, 0.8, 0.65
992.7741935483871, 0.8, 0.7000000000000001
1020.9187986651835, 0.8, 0.75
1042.389321468298, 0.8, 0.8
1064.9955506117908, 0.8, 0.8500000000000001
1085.4593993325918, 0.8, 0.9
1100.250278086763, 0.8, 0.9500000000000001
1118.1101223581757, 0.8, 1.0
0.0, 0.8500000000000001, 0.0
0.0, 0.8500000000000001, 0.05
209.01557285873193, 0.8500000000000001, 0.1
338.3081201334816, 0.8500000000000001, 0.15000000000000002
453.3348164627364, 0.8500000000000001, 0.2
552.222469410456, 0.8500000000000001, 0.25
637.8086763070078, 0.8500000000000001, 0.30000000000000004
710.0422691879867, 0.8500000000000001, 0.35000000000000003
777.5862068965517, 0.8500000000000001, 0.4
827.5583982202447, 0.8500000000000001, 0.45
877.7163515016686, 0.8500000000000001, 0.5
916.7007786429366, 0.8500000000000001, 0.55
953.4582869855395, 0.8500000000000001, 0.6000000000000001
986.4471635150167, 0.8500000000000001, 0.65
1016.8498331479421, 0.8500000000000001, 0.7000000000000001
1043.7074527252503, 0.8500000000000001, 0.75
1065.6929922135707, 0.8500000000000001, 0.8
1088.432703003337, 0.8500000000000001, 0.8500000000000001
1107.6896551724137, 0.8500000000000001, 0.9
1126.5739710789767, 0.8500000000000001, 0.9500000000000001
1142.7096774193549, 0.8500000000000001, 1.0
0.0, 0.9, 0.0
0.0, 0.9, 0.05
213.72525027808678, 0.9, 0.1
343.84427141268077, 0.9, 0.15000000000000002
464.21134593993327, 0.9, 0.2
567.0266963292547, 0.9, 0.25
654.7708565072303, 0.9, 0.30000000000000004
728.4093437152392, 0.9, 0.35000000000000003
791.083426028921, 0.9, 0.4
845.8676307007786, 0.9, 0.45
894.0767519466074, 0.9, 0.5
936.1001112347052, 0.9, 0.55
975.3225806451613, 0.9, 0.6000000000000001
1009.1868743047831, 0.9, 0.65
1038.2224694104561, 0.9, 0.7000000000000001
1062.845383759733, 0.9, 0.75
1086.0967741935483, 0.9, 0.8
1114.3726362625139, 0.9, 0.8500000000000001
1133.9454949944384, 0.9, 0.9
1150.9143492769745, 0.9, 0.9500000000000001
1168.7363737486096, 0.9, 1.0
0.0, 0.9500000000000001, 0.0
0.0, 0.9500000000000001, 0.05
223.0177975528365, 0.9500000000000001, 0.1
354.2591768631813, 0.9500000000000001, 0.15000000000000002
475.6907675194661, 0.9500000000000001, 0.2
580.2436040044494, 0.9500000000000001, 0.25
666.007786429366, 0.9500000000000001, 0.30000000000000004
742.6340378197998, 0.9500000000000001, 0.35000000000000003
807.4983314794216, 0.9500000000000001, 0.4
863.7308120133482, 0.9500000000000001, 0.45
910.5895439377085, 0.9500000000000001, 0.5
954.547274749722, 0.9500000000000001, 0.55
993.6240266963292, 0.9500000000000001, 0.6000000000000001
1027.4738598442714, 0.9500000000000001, 0.65
1056.5528364849833, 0.9500000000000001, 0.7000000000000001
1085.0578420467186, 0.9500000000000001, 0.75
1108.6329254727475, 0.9500000000000001, 0.8
1131.2869855394883, 0.9500000000000001, 0.8500000000000001
1155.0055617352614, 0.9500000000000001, 0.9
1170.4694104560622, 0.9500000000000001, 0.9500000000000001
1190.1123470522803, 0.9500000000000001, 1.0
0.0, 1.0, 0.0
0.0, 1.0, 0.05
226.45050055617352, 1.0, 0.1
364.31368186874306, 1.0, 0.15000000000000002
488.93437152391544, 1.0, 0.2
588.1857619577308, 1.0, 0.25
677.670745272525, 1.0, 0.30000000000000004
756.0800889877642, 1.0, 0.35000000000000003
818.8665183537264, 1.0, 0.4
879.281423804227, 1.0, 0.45
929.9399332591769, 1.0, 0.5
969.1390433815351, 1.0, 0.55
1005.6740823136819, 1.0, 0.6000000000000001
1045.6573971078976, 1.0, 0.65
1075.9043381535039, 1.0, 0.7000000000000001
1103.571746384872, 1.0, 0.75
1126.5773081201335, 1.0, 0.8
1152.984427141268, 1.0, 0.8500000000000001
1172.7130144605117, 1.0, 0.9
1191.6051167964406, 1.0, 0.9500000000000001
1210.2157953281423, 1.0, 1.0
